Country,Commit Count,Commits per Capita,"Commits per 100,000 People",Population
Tuvalu,73,0.00697097,697.1,10472
Romania,141346,0.006436733,643.67,21959278
Ukraine,288055,0.006342645,634.26,45415596
Chile,98816,0.005900699,590.07,16746491
Saint Vincent and the Grenadines,606,0.00581479,581.48,104217
Kiribati,491,0.005306215,530.62,92533
Venezuela,139942,0.005140537,514.05,27223228
Guernsey,322,0.00493653,493.65,65228
Bahamas,1487,0.004927267,492.73,301790
Saint Barthelemy,41,0.004852071,485.21,8450
Malta,1857,0.00460794,460.79,403000
Italy,273981,0.004540595,454.06,60340328
Saint Lucia,727,0.004517717,451.77,160922
Spain,208630,0.004486091,448.61,46505963
Cuba,49929,0.004370918,437.09,11423000
Colombia,188440,0.004262838,426.28,44205293
Isle of Man,316,0.004210582,421.06,75049
Cyprus,4617,0.004187083,418.71,1102677
Argentina,168563,0.004077164,407.72,41343201
Armenia,11970,0.004033019,403.3,2968000
Russia,563964,0.004008216,400.82,140702000
American Samoa,195,0.003368981,336.9,57881
Marshall Islands,220,0.00334047,334.05,65859
Puerto Rico,13035,0.003328115,332.81,3916632
Jamaica,9182,0.003224886,322.49,2847232
Macao,1421,0.003163416,316.34,449198
Serbia,23215,0.003160719,316.07,7344847
Curacao,444,0.003131922,313.19,141766
Macedonia,6285,0.003049491,304.95,2061000
Georgia,13627,0.002943197,294.32,4630000
South Korea,135039,0.002788757,278.88,48422644
South Africa,135030,0.002755714,275.57,49000000
Brazil,549034,0.002730109,273.01,201103330
Malaysia,74408,0.002631608,263.16,28274729
Montenegro,1750,0.002624751,262.48,666730
Maldives,1024,0.002588146,258.81,395650
New Caledonia,521,0.002406533,240.65,216494
Montserrat,21,0.002248153,224.82,9341
Nicaragua,13062,0.002178478,217.85,5995928
Sri Lanka,40074,0.001862695,186.27,21513990
Bahrain,1349,0.001827903,182.79,738004
Moldova,7550,0.001746068,174.61,4324000
Turkey,128144,0.001647008,164.7,77804122
Guadeloupe,706,0.001593679,159.37,443000
United Arab Emirates,7443,0.001495902,149.59,4975593
Grenada,147,0.001363409,136.34,107818
Philippines,122605,0.001227275,122.73,99900177
Peru,36502,0.001220517,122.05,29907003
Reunion,936,0.001204714,120.47,776948
Bosnia and Herzegovina,5037,0.001097386,109.74,4590000
Cayman Islands,47,0.001061667,106.17,44270
Albania,3134,0.00104923,104.92,2986952
Lebanon,4280,0.001037514,103.75,4125247
San Marino,32,0.001016615,101.66,31477
Barbados,282,0.000987212,98.72,285653
China,1254713,0.000943362,94.34,1330044000
Swaziland,1268,0.000936449,93.64,1354051
Mexico,92428,0.00082181,82.18,112468855
El Salvador,4871,0.000804849,80.48,6052064
Dominican Republic,7792,0.000793174,79.32,9823821
U.S. Virgin Islands,86,0.00079111,79.11,108708
Honduras,5668,0.000709439,70.94,7989415
Kazakhstan,10644,0.000693872,69.39,15340000
Qatar,541,0.000643338,64.33,840926
Brunei,253,0.000640463,64.05,395027
Mauritius,808,0.00062437,62.44,1294104
Panama,2126,0.000623337,62.33,3410676
Mongolia,1906,0.000617444,61.74,3086918
Paraguay,3935,0.000617175,61.72,6375830
Vietnam,53041,0.000592166,59.22,89571130
Dominica,43,0.000590554,59.06,72813
Bolivia,5471,0.000549992,55,9947418
Thailand,33535,0.000499855,49.99,67089500
Jordan,3131,0.000488678,48.87,6407085
Kenya,19217,0.000479866,47.99,40046566
Belize,143,0.000454658,45.47,314522
Ecuador,6596,0.000445959,44.6,14790608
Kyrgyzstan,2395,0.000434773,43.48,5508626
Martinique,181,0.00041811,41.81,432900
Guyana,310,0.000414169,41.42,748486
India,476283,0.000406001,40.6,1173108018
Tunisia,4214,0.000397959,39.8,10589025
Indonesia,93837,0.000386211,38.62,242968342
Rwanda,4253,0.000384679,38.47,11055976
Northern Mariana Islands,20,0.000371175,37.12,53883
Cambodia,5261,0.00036399,36.4,14453680
Antigua and Barbuda,31,0.000357332,35.73,86754
Namibia,750,0.000352366,35.24,2128471
French Guiana,66,0.000337586,33.76,195506
Iran,25305,0.000328964,32.9,76923300
Benin,2938,0.000324425,32.44,9056010
Malawi,4957,0.000320893,32.09,15447500
Kuwait,844,0.000302603,30.26,2789132
Greenland,16,0.000283814,28.38,56375
Ghana,6579,0.000270298,27.03,24339838
Guatemala,3574,0.000263755,26.38,13550440
Mayotte,39,0.000245218,24.52,159042
Saudi Arabia,6275,0.000243862,24.39,25731776
Nepal,6778,0.000234113,23.41,28951852
Madagascar,4595,0.000215912,21.59,21281844
Azerbaijan,1725,0.000207743,20.77,8303512
Syria,4436,0.000199837,19.98,22198110
Uganda,6184,0.000185157,18.52,33398682
Egypt,14263,0.000177242,17.72,80471869
Comoros,131,0.00016938,16.94,773407
Fiji,146,0.00016667,16.67,875983
Senegal,1758,0.000142657,14.27,12323252
Botswana,276,0.000136007,13.6,2029307
Kosovo,241,0.000133889,13.39,1800000
Morocco,4104,0.000129761,12.98,31627428
East Timor,136,0.000117787,11.78,1154625
Bhutan,82,0.000117168,11.72,699847
Bangladesh,16298,0.000104395,10.44,156118464
Uzbekistan,2604,9.34E-05,9.34,27865738
Algeria,3038,8.78E-05,8.78,34586184
Sierra Leone,394,7.51E-05,7.51,5245695
Gambia,115,7.22E-05,7.22,1593256
Pakistan,12520,6.79E-05,6.79,184404791
Cameroon,1300,6.74E-05,6.74,19294149
Somalia,679,6.71E-05,6.71,10112453
Liberia,234,6.35E-05,6.35,3685076
Burkina Faso,961,5.92E-05,5.92,16241811
Suriname,28,5.68E-05,5.68,492829
French Polynesia,15,5.55E-05,5.55,270485
Tajikistan,332,4.43E-05,4.43,7487489
Palestinian Territory,133,3.50E-05,3.5,3800000
Papua New Guinea,178,2.94E-05,2.94,6064515
Nigeria,3981,2.59E-05,2.59,154000000
Eritrea,124,2.14E-05,2.14,5792984
Zambia,287,2.13E-05,2.13,13460305
Democratic Republic of the Congo,1451,2.05E-05,2.05,70916439
Afghanistan,523,1.80E-05,1.8,29121286
Myanmar,932,1.74E-05,1.74,53414374
Zimbabwe,201,1.73E-05,1.73,11651858
Turkmenistan,77,1.56E-05,1.56,4940916
Angola,200,1.53E-05,1.53,13068161
Tanzania,630,1.50E-05,1.5,41892895
Republic of the Congo,41,1.35E-05,1.35,3039126
Yemen,282,1.20E-05,1.2,23495361
Libya,75,1.16E-05,1.16,6461454
Ethiopia,966,1.10E-05,1.1,88013491
Oman,13,4.38E-06,0.44,2967717
Ivory Coast,79,3.75E-06,0.38,21058798
Iraq,96,3.24E-06,0.32,29671605
Mozambique,65,2.95E-06,0.29,22061451
Haiti,20,2.07E-06,0.21,9648924
Burundi,21,2.13E-06,0.21,9863117
Chad,21,1.99E-06,0.2,10543464
Serbia and Montenegro,14,1.29E-06,0.13,10829175
Sudan,20,5.71E-07,0.06,35000000
Bouvet Island,106,0,0,0
Antarctica,2579,0,0,0
